Stage,Division,Group/Bracket,Round,Match format,Team A,Team B,Winning team,Game 1 - Score team A,Game 1 - Score team B,Game 2 - Score team A,Game 2 - Score team B,Game 3 - Score team A,Game 3 - Score team B,Game 4 - Score team A,Game 4 - Score team B,Game 5 - Score team A,Game 5 - Score team B,Team A - Player 1,Team A - Player 2,Team A - Player 3,Team A - Player 4,Team B - Player 1,Team B - Player 2,Team B - Player 3,Team B - Player 4
Bracket Stage,Contender 4.5+,Bracket A,P17: Round of 16,Single game,Out of pocket,Main Main Introverts,Out of pocket,21,4,,,,,,,,,Christopher Marcusen,Tyler Caswell,,,Keaton Hawk,Daulton Monkress,,
Bracket Stage,Contender 4.5+,Bracket A,P17: Round of 16,Single game,Straight Rippin',Bing Chilling,Bing Chilling,19,21,,,,,,,,,Ryan Kunkler,Gabé Memmott,,,Jason Gurney,Elvin Pok,,
Bracket Stage,Contender 4.5+,Bracket A,P17: Round of 16,Single game,Set me up,Alcoballics Anonymous,Set me up,21,19,,,,,,,,,Logan Grigg,Kavan Dharia,,,Keyan McLaughlin,Stephen Butler,,
Bracket Stage,Contender 4.5+,Bracket A,P17: Round of 16,Single game,The Beach Boyz,Super Spikers,The Beach Boyz,0,-1,,,,,,,,,Malachi Ryan,Kevin Reddell,,,Joshua Balmforth,Ryley Duke,,
Bracket Stage,Contender 4.5+,Bracket A,P17: Round of 16,Single game,Help!,PB United,Help!,21,1,,,,,,,,,Bryce Jacobsen,Arthur Troncoso,,,Taylor Harman,Jared Wasden,,
Bracket Stage,Contender 4.5+,Bracket A,P17: Round of 16,Single game,Got a Partner,GETZAPPED,Got a Partner,21,19,,,,,,,,,Aman Khemka,Trevor Folden,,,Lazarus Shettell,Gavin Caraway,,
Bracket Stage,Contender 4.5+,Bracket A,P17: Round of 16,Single game,Juice,The Mojitos,The Mojitos,18,21,,,,,,,,,Nick Bradley,Dalee Young,,,Josiah Murphy,Aimee Bray,,
Bracket Stage,Contender 4.5+,Bracket A,Quarter-final,Best of 3,Double Fault,Preachers,Preachers,16,21,14,21,,,,,,,Luke Cook,Nathan Avalos,,,Bowen Maynard,Garrett Walter,,
Bracket Stage,Contender 4.5+,Bracket A,Quarter-final,Best of 3,Slumpy & Dumpy,English Setters,Slumpy & Dumpy,21,19,15,21,22,20,,,,,Jason Xu,pavan narahari,,,Dylan Mundy,Remi Prince,,
Bracket Stage,Contender 4.5+,Bracket A,Quarter-final,Best of 3,Good Day,CARL Short Kings,CARL Short Kings,15,21,18,21,,,,,,,Brian Hansen,William Fluckiger,,,Yusei Fujikura,William Foote,,
Bracket Stage,Contender 4.5+,Bracket A,Quarter-final,Best of 3,Hit List,Baja Blast,Hit List,21,19,24,22,,,,,,,Jaren Haggard,Casey Harman,,,Ryan Brown,Aidan Mackey,,
Bracket Stage,Contender 4.5+,Bracket A,P9: Quarter-final,Single game,Bop it,Tolpin Bro’s,Bop it,0,-1,,,,,,,,,Jackson Biggs,Matt Garbecki,,,Drew Tolpin,Luke Tolpin,,
Bracket Stage,Contender 4.5+,Bracket A,P9: Quarter-final,Single game,Fellers with (and without) Beards,At Least We Showed Up,At Least We Showed Up,0,2,,,,,,,,,Mo Beard,Daniel Feller,,,Jeremy Proch,Cade Cote,,
Bracket Stage,Contender 4.5+,Bracket A,P9: Quarter-final,Single game,California Girls,Nemec/Wallace,Nemec/Wallace,-1,0,,,,,,,,,Nathan Gauthier,Blake Kasama,,,Jack Wallace,Luke Nemec,,
Bracket Stage,Contender 4.5+,Bracket A,P9: Quarter-final,Single game,Tab? Tash? Tab? Tash? Tab? Tash? Tab? Ta,Ball Busters,Tab? Tash? Tab? Tash? Tab? Tash? Tab? Ta,21,15,,,,,,,,,Tab Dayani,Tahseen Robbani,,,Billy Durrill,Thompson Yang,,
Bracket Stage,Contender 4.5+,Bracket A,P17: Quarter-final,Single game,"Bobwards best employees ",The Mojitos,"Bobwards best employees ",21,14,,,,,,,,,Jacob Wunschel,Cole Matas,,,Josiah Murphy,Aimee Bray,,
Bracket Stage,Contender 4.5+,Bracket A,P17: Quarter-final,Single game,Out of pocket,Got a Partner,Out of pocket,21,15,,,,,,,,,Christopher Marcusen,Tyler Caswell,,,Aman Khemka,Trevor Folden,,
Bracket Stage,Contender 4.5+,Bracket A,P17: Quarter-final,Single game,Bing Chilling,Help!,Help!,17,21,,,,,,,,,Jason Gurney,Elvin Pok,,,Bryce Jacobsen,Arthur Troncoso,,
Bracket Stage,Contender 4.5+,Bracket A,P17: Quarter-final,Single game,Set me up,The Beach Boyz,The Beach Boyz,23,25,,,,,,,,,Logan Grigg,Kavan Dharia,,,Malachi Ryan,Kevin Reddell,,
Bracket Stage,Contender 4.5+,Bracket A,P25: Quarter-final,Single game,Juice,PSR Short Kings,PSR Short Kings,-1,0,,,,,,,,,Nick Bradley,Dalee Young,,,Nathan Tvedt,Jake Pearsons,,
Bracket Stage,Contender 4.5+,Bracket A,P25: Quarter-final,Single game,Super Spikers,Alcoballics Anonymous,Alcoballics Anonymous,-1,0,,,,,,,,,Joshua Balmforth,Ryley Duke,,,Keyan McLaughlin,Stephen Butler,,
Bracket Stage,Contender 4.5+,Bracket A,Semi-final,Best of 3,Preachers,Hit List,Preachers,21,14,21,14,,,,,,,Bowen Maynard,Garrett Walter,,,Jaren Haggard,Casey Harman,,
Bracket Stage,Contender 4.5+,Bracket A,Semi-final,Best of 3,Slumpy & Dumpy,CARL Short Kings,CARL Short Kings,14,21,21,23,,,,,,,Jason Xu,pavan narahari,,,Yusei Fujikura,William Foote,,
Bracket Stage,Contender 4.5+,Bracket A,P5: Semi-final,Best of 3,Baja Blast,Double Fault,Double Fault,21,16,15,21,16,21,,,,,Ryan Brown,Aidan Mackey,,,Luke Cook,Nathan Avalos,,
Bracket Stage,Contender 4.5+,Bracket A,P5: Semi-final,Best of 3,Good Day,English Setters,English Setters,18,21,15,21,,,,,,,Brian Hansen,William Fluckiger,,,Dylan Mundy,Remi Prince,,
Bracket Stage,Contender 4.5+,Bracket A,P9: Semi-final,Single game,Bop it,Tab? Tash? Tab? Tash? Tab? Tash? Tab? Ta,Tab? Tash? Tab? Tash? Tab? Tash? Tab? Ta,-1,0,,,,,,,,,Jackson Biggs,Matt Garbecki,,,Tab Dayani,Tahseen Robbani,,
Bracket Stage,Contender 4.5+,Bracket A,P9: Semi-final,Single game,At Least We Showed Up,Nemec/Wallace,At Least We Showed Up,21,14,,,,,,,,,Jeremy Proch,Cade Cote,,,Jack Wallace,Luke Nemec,,
Bracket Stage,Contender 4.5+,Bracket A,P17: Semi-final,Single game,"Bobwards best employees ",The Beach Boyz,The Beach Boyz,12,21,,,,,,,,,Jacob Wunschel,Cole Matas,,,Malachi Ryan,Kevin Reddell,,
Bracket Stage,Contender 4.5+,Bracket A,P17: Semi-final,Single game,Out of pocket,Help!,Help!,16,21,,,,,,,,,Christopher Marcusen,Tyler Caswell,,,Bryce Jacobsen,Arthur Troncoso,,
Bracket Stage,Contender 4.5+,Bracket A,P25: Semi-final,Single game,PSR Short Kings,Alcoballics Anonymous,PSR Short Kings,0,-1,,,,,,,,,Nathan Tvedt,Jake Pearsons,,,Keyan McLaughlin,Stephen Butler,,
Bracket Stage,Contender 4.5+,Bracket A,Final,Best of 3,Preachers,CARL Short Kings,Preachers,21,9,21,16,,,,,,,Bowen Maynard,Garrett Walter,,,Yusei Fujikura,William Foote,,
Bracket Stage,Contender 4.5+,Bracket A,P3: Final,Best of 3,Slumpy & Dumpy,Hit List,Hit List,19,21,18,21,,,,,,,Jason Xu,pavan narahari,,,Jaren Haggard,Casey Harman,,
Bracket Stage,Contender 4.5+,Bracket A,P5: Final,Best of 3,Double Fault,English Setters,English Setters,19,21,21,19,24,26,,,,,Luke Cook,Nathan Avalos,,,Dylan Mundy,Remi Prince,,
Bracket Stage,Contender 4.5+,Bracket A,P9: Final,Single game,Tab? Tash? Tab? Tash? Tab? Tash? Tab? Ta,At Least We Showed Up,Tab? Tash? Tab? Tash? Tab? Tash? Tab? Ta,21,16,,,,,,,,,Tab Dayani,Tahseen Robbani,,,Jeremy Proch,Cade Cote,,
Bracket Stage,Contender 4.5+,Bracket A,P11: Final,Single game,Nemec/Wallace,Bop it,Bop it,15,21,,,,,,,,,Jack Wallace,Luke Nemec,,,Jackson Biggs,Matt Garbecki,,
Bracket Stage,Contender 4.5+,Bracket A,P17: Final,Single game,The Beach Boyz,Help!,The Beach Boyz,1,0,,,,,,,,,Malachi Ryan,Kevin Reddell,,,Bryce Jacobsen,Arthur Troncoso,,
Bracket Stage,Contender 4.5+,Bracket A,P19: Final,Single game,Out of pocket,"Bobwards best employees ",Out of pocket,1,0,,,,,,,,,Christopher Marcusen,Tyler Caswell,,,Jacob Wunschel,Cole Matas,,
Bracket Stage,Contender 4.5+,Bracket B,Quarter-final,Best of 3,Kartchner/Fisher,Midlife Mayhem,Kartchner/Fisher,21,15,21,11,,,,,,,Nathan Fisher,Ryan Kartchner,,,Wade Eyerly,Ryan Bessey,,
Bracket Stage,Contender 4.5+,Bracket B,Quarter-final,Best of 3,Those guys,OReed,Those guys,21,17,21,16,,,,,,,Ryan Gladbach,Theo Bergman,,,Reed Farnsworth,DeWayne Ovard,,
Bracket Stage,Contender 4.5+,Bracket B,Semi-final,Best of 3,Hunt/Hunt,Those guys,Hunt/Hunt,21,16,21,14,,,,,,,Toby Hunt,Braydon Hunt,,,Ryan Gladbach,Theo Bergman,,
Bracket Stage,Contender 4.5+,Bracket B,Semi-final,Best of 3,Tolpinators,Kartchner/Fisher,Tolpinators,21,10,21,15,,,,,,,Ethan Tolpin,Austin Tolpin,,,Nathan Fisher,Ryan Kartchner,,
Bracket Stage,Contender 4.5+,Bracket B,Final,Best of 3,Hunt/Hunt,Tolpinators,Tolpinators,16,21,14,21,,,,,,,Toby Hunt,Braydon Hunt,,,Ethan Tolpin,Austin Tolpin,,
Bracket Stage,Contender 4.5+,Bracket B,P5: Final,Best of 3,OReed,Midlife Mayhem,Midlife Mayhem,-1,0,-1,0,,,,,,,Reed Farnsworth,DeWayne Ovard,,,Wade Eyerly,Ryan Bessey,,
Group Stage,Mixed Advanced 5.0+ (Sunday),Group A,1,Single game,Perky sevor,Electric Mojitos,Perky sevor,21,5,,,,,,,,,Trevor Barbosa,Sebastiani Kim,Perrin York,Kyle Fowler,Josiah Murphy,Jack Wallace,Jessica Borgers,Aimee Bray
Group Stage,Mixed Advanced 5.0+ (Sunday),Group A,1,Single game,aroused & afraid 🫦,Dreamers,aroused & afraid 🫦,21,18,,,,,,,,,Sarah Allen,Caleb Cummings,Andrew Kosche,Kayla Wu,Lourna Szabanos,Josh Hutko,Matt Spolarich,Kailey Windsor
Group Stage,Mixed Advanced 5.0+ (Sunday),Group B,1,Single game,Chalk,Horse Forkers,Chalk,21,8,,,,,,,,,Katie Pierson,Katheleen Phan,Kieran Rose,Anthony Clifford,Alec Galbo,Alex Veron,Abby Cham,Wesley Tunelius
Group Stage,Mixed Advanced 5.0+ (Sunday),Group B,1,Single game,WOWOWOW,Ultimo Minuto! 🤙🏽,WOWOWOW,21,13,,,,,,,,,Thomas Hoffman,Josef Quispe,Joelle Nguyen,Jhanaj Quispe,Kayla Ngai,Noah Johnson,Felipe Larroza,Becca Feller
Group Stage,Mixed Advanced 5.0+ (Sunday),Group C,1,Single game,CLJK,TVR Ad,CLJK,21,11,,,,,,,,,Josh Fragiacomo,Karah Hui,Elle Lowe,Connor Nelson,Kaleb Wagner,Shaina Berk,James Lamkin,Nicol Gahley
Group Stage,Mixed Advanced 5.0+ (Sunday),Group C,1,Single game,Hoosky,Rocky Mountain High,Hoosky,21,17,,,,,,,,,Malia Wanderer,Abigale Lamontagne,Sunny Gu,Lucas Pruett,Trey Thompson,Adam Porter,Camille Anderson,Kirstie Savage
Group Stage,Mixed Advanced 5.0+ (Sunday),Group A,2,Single game,Perky sevor,Dreamers,Perky sevor,21,19,,,,,,,,,Trevor Barbosa,Sebastiani Kim,Perrin York,Kyle Fowler,Lourna Szabanos,Josh Hutko,Matt Spolarich,Kailey Windsor
Group Stage,Mixed Advanced 5.0+ (Sunday),Group A,2,Single game,aroused & afraid 🫦,Electric Mojitos,aroused & afraid 🫦,21,16,,,,,,,,,Sarah Allen,Caleb Cummings,Andrew Kosche,Kayla Wu,Josiah Murphy,Jack Wallace,Jessica Borgers,Aimee Bray
Group Stage,Mixed Advanced 5.0+ (Sunday),Group B,2,Single game,Chalk,Ultimo Minuto! 🤙🏽,Chalk,21,8,,,,,,,,,Katie Pierson,Katheleen Phan,Kieran Rose,Anthony Clifford,Kayla Ngai,Noah Johnson,Felipe Larroza,Becca Feller
Group Stage,Mixed Advanced 5.0+ (Sunday),Group B,2,Single game,WOWOWOW,Horse Forkers,WOWOWOW,21,8,,,,,,,,,Thomas Hoffman,Josef Quispe,Joelle Nguyen,Jhanaj Quispe,Alec Galbo,Alex Veron,Abby Cham,Wesley Tunelius
Group Stage,Mixed Advanced 5.0+ (Sunday),Group C,2,Single game,CLJK,Rocky Mountain High,CLJK,21,17,,,,,,,,,Josh Fragiacomo,Karah Hui,Elle Lowe,Connor Nelson,Trey Thompson,Adam Porter,Camille Anderson,Kirstie Savage
Group Stage,Mixed Advanced 5.0+ (Sunday),Group C,2,Single game,Hoosky,TVR Ad,Hoosky,21,13,,,,,,,,,Malia Wanderer,Abigale Lamontagne,Sunny Gu,Lucas Pruett,Kaleb Wagner,Shaina Berk,James Lamkin,Nicol Gahley
Group Stage,Mixed Advanced 5.0+ (Sunday),Group A,3,Single game,Perky sevor,aroused & afraid 🫦,Perky sevor,21,18,,,,,,,,,Trevor Barbosa,Sebastiani Kim,Perrin York,Kyle Fowler,Sarah Allen,Caleb Cummings,Andrew Kosche,Kayla Wu
Group Stage,Mixed Advanced 5.0+ (Sunday),Group A,3,Single game,Dreamers,Electric Mojitos,Dreamers,21,7,,,,,,,,,Lourna Szabanos,Josh Hutko,Matt Spolarich,Kailey Windsor,Josiah Murphy,Jack Wallace,Jessica Borgers,Aimee Bray
Group Stage,Mixed Advanced 5.0+ (Sunday),Group B,3,Single game,Chalk,WOWOWOW,Chalk,21,16,,,,,,,,,Katie Pierson,Katheleen Phan,Kieran Rose,Anthony Clifford,Thomas Hoffman,Josef Quispe,Joelle Nguyen,Jhanaj Quispe
Group Stage,Mixed Advanced 5.0+ (Sunday),Group B,3,Single game,Ultimo Minuto! 🤙🏽,Horse Forkers,Horse Forkers,15,21,,,,,,,,,Kayla Ngai,Noah Johnson,Felipe Larroza,Becca Feller,Alec Galbo,Alex Veron,Abby Cham,Wesley Tunelius
Group Stage,Mixed Advanced 5.0+ (Sunday),Group C,3,Single game,CLJK,Hoosky,CLJK,21,16,,,,,,,,,Josh Fragiacomo,Karah Hui,Elle Lowe,Connor Nelson,Malia Wanderer,Abigale Lamontagne,Sunny Gu,Lucas Pruett
Group Stage,Mixed Advanced 5.0+ (Sunday),Group C,3,Single game,Rocky Mountain High,TVR Ad,Rocky Mountain High,21,8,,,,,,,,,Trey Thompson,Adam Porter,Camille Anderson,Kirstie Savage,Kaleb Wagner,Shaina Berk,James Lamkin,Nicol Gahley
Group Stage,Mixed Advanced 5.0+ (Sunday),Group A,4,Single game,Perky sevor,Electric Mojitos,Perky sevor,21,16,,,,,,,,,Trevor Barbosa,Sebastiani Kim,Perrin York,Kyle Fowler,Josiah Murphy,Jack Wallace,Jessica Borgers,Aimee Bray
Group Stage,Mixed Advanced 5.0+ (Sunday),Group A,4,Single game,aroused & afraid 🫦,Dreamers,aroused & afraid 🫦,21,16,,,,,,,,,Sarah Allen,Caleb Cummings,Andrew Kosche,Kayla Wu,Lourna Szabanos,Josh Hutko,Matt Spolarich,Kailey Windsor
Group Stage,Mixed Advanced 5.0+ (Sunday),Group B,4,Single game,Chalk,Horse Forkers,Chalk,21,10,,,,,,,,,Katie Pierson,Katheleen Phan,Kieran Rose,Anthony Clifford,Alec Galbo,Alex Veron,Abby Cham,Wesley Tunelius
Group Stage,Mixed Advanced 5.0+ (Sunday),Group B,4,Single game,WOWOWOW,Ultimo Minuto! 🤙🏽,WOWOWOW,21,10,,,,,,,,,Thomas Hoffman,Josef Quispe,Joelle Nguyen,Jhanaj Quispe,Kayla Ngai,Noah Johnson,Felipe Larroza,Becca Feller
Group Stage,Mixed Advanced 5.0+ (Sunday),Group C,4,Single game,CLJK,TVR Ad,CLJK,21,18,,,,,,,,,Josh Fragiacomo,Karah Hui,Elle Lowe,Connor Nelson,Kaleb Wagner,Shaina Berk,James Lamkin,Nicol Gahley
Group Stage,Mixed Advanced 5.0+ (Sunday),Group C,4,Single game,Hoosky,Rocky Mountain High,Rocky Mountain High,16,21,,,,,,,,,Malia Wanderer,Abigale Lamontagne,Sunny Gu,Lucas Pruett,Trey Thompson,Adam Porter,Camille Anderson,Kirstie Savage
Group Stage,Mixed Advanced 5.0+ (Sunday),Group A,5,Single game,Perky sevor,Dreamers,Perky sevor,21,13,,,,,,,,,Trevor Barbosa,Sebastiani Kim,Perrin York,Kyle Fowler,Lourna Szabanos,Josh Hutko,Matt Spolarich,Kailey Windsor
Group Stage,Mixed Advanced 5.0+ (Sunday),Group A,5,Single game,aroused & afraid 🫦,Electric Mojitos,aroused & afraid 🫦,21,11,,,,,,,,,Sarah Allen,Caleb Cummings,Andrew Kosche,Kayla Wu,Josiah Murphy,Jack Wallace,Jessica Borgers,Aimee Bray
Group Stage,Mixed Advanced 5.0+ (Sunday),Group B,5,Single game,Chalk,Ultimo Minuto! 🤙🏽,Chalk,21,13,,,,,,,,,Katie Pierson,Katheleen Phan,Kieran Rose,Anthony Clifford,Kayla Ngai,Noah Johnson,Felipe Larroza,Becca Feller
Group Stage,Mixed Advanced 5.0+ (Sunday),Group B,5,Single game,WOWOWOW,Horse Forkers,WOWOWOW,21,6,,,,,,,,,Thomas Hoffman,Josef Quispe,Joelle Nguyen,Jhanaj Quispe,Alec Galbo,Alex Veron,Abby Cham,Wesley Tunelius
Group Stage,Mixed Advanced 5.0+ (Sunday),Group C,5,Single game,CLJK,Rocky Mountain High,Rocky Mountain High,19,21,,,,,,,,,Josh Fragiacomo,Karah Hui,Elle Lowe,Connor Nelson,Trey Thompson,Adam Porter,Camille Anderson,Kirstie Savage
Group Stage,Mixed Advanced 5.0+ (Sunday),Group C,5,Single game,Hoosky,TVR Ad,Hoosky,21,14,,,,,,,,,Malia Wanderer,Abigale Lamontagne,Sunny Gu,Lucas Pruett,Kaleb Wagner,Shaina Berk,James Lamkin,Nicol Gahley
Group Stage,Mixed Advanced 5.0+ (Sunday),Group A,6,Single game,Perky sevor,aroused & afraid 🫦,aroused & afraid 🫦,19,21,,,,,,,,,Trevor Barbosa,Sebastiani Kim,Perrin York,Kyle Fowler,Sarah Allen,Caleb Cummings,Andrew Kosche,Kayla Wu
Group Stage,Mixed Advanced 5.0+ (Sunday),Group A,6,Single game,Dreamers,Electric Mojitos,Dreamers,21,13,,,,,,,,,Lourna Szabanos,Josh Hutko,Matt Spolarich,Kailey Windsor,Josiah Murphy,Jack Wallace,Jessica Borgers,Aimee Bray
Group Stage,Mixed Advanced 5.0+ (Sunday),Group B,6,Single game,Chalk,WOWOWOW,WOWOWOW,19,21,,,,,,,,,Katie Pierson,Katheleen Phan,Kieran Rose,Anthony Clifford,Thomas Hoffman,Josef Quispe,Joelle Nguyen,Jhanaj Quispe
Group Stage,Mixed Advanced 5.0+ (Sunday),Group B,6,Single game,Ultimo Minuto! 🤙🏽,Horse Forkers,Ultimo Minuto! 🤙🏽,25,24,,,,,,,,,Kayla Ngai,Noah Johnson,Felipe Larroza,Becca Feller,Alec Galbo,Alex Veron,Abby Cham,Wesley Tunelius
Group Stage,Mixed Advanced 5.0+ (Sunday),Group C,6,Single game,CLJK,Hoosky,CLJK,21,19,,,,,,,,,Josh Fragiacomo,Karah Hui,Elle Lowe,Connor Nelson,Malia Wanderer,Abigale Lamontagne,Sunny Gu,Lucas Pruett
Group Stage,Mixed Advanced 5.0+ (Sunday),Group C,6,Single game,Rocky Mountain High,TVR Ad,Rocky Mountain High,21,14,,,,,,,,,Trey Thompson,Adam Porter,Camille Anderson,Kirstie Savage,Kaleb Wagner,Shaina Berk,James Lamkin,Nicol Gahley
Bracket Stage,Mixed Advanced 5.0+ (Sunday),Bracket A,Round of 16,Best of 5,aroused & afraid 🫦,Electric Mojitos,aroused & afraid 🫦,21,6,21,13,21,10,26,24,,,Sarah Allen,Caleb Cummings,Andrew Kosche,Kayla Wu,Josiah Murphy,Jack Wallace,Jessica Borgers,Aimee Bray
Bracket Stage,Mixed Advanced 5.0+ (Sunday),Bracket A,Round of 16,Best of 5,Rocky Mountain High,TVR Ad,Rocky Mountain High,21,13,21,11,21,13,22,20,,,Trey Thompson,Adam Porter,Camille Anderson,Kirstie Savage,Kaleb Wagner,Shaina Berk,James Lamkin,Nicol Gahley
Bracket Stage,Mixed Advanced 5.0+ (Sunday),Bracket A,Round of 16,Best of 5,Hoosky,Ultimo Minuto! 🤙🏽,Hoosky,21,7,17,21,21,13,21,11,,,Malia Wanderer,Abigale Lamontagne,Sunny Gu,Lucas Pruett,Kayla Ngai,Noah Johnson,Felipe Larroza,Becca Feller
Bracket Stage,Mixed Advanced 5.0+ (Sunday),Bracket A,Round of 16,Best of 5,Dreamers,Horse Forkers,Dreamers,21,18,21,15,21,10,21,18,,,Lourna Szabanos,Josh Hutko,Matt Spolarich,Kailey Windsor,Alec Galbo,Alex Veron,Abby Cham,Wesley Tunelius
Bracket Stage,Mixed Advanced 5.0+ (Sunday),Bracket A,Quarter-final,Best of 5,Chalk,Dreamers,Chalk,21,16,21,13,21,14,21,18,,,Katie Pierson,Katheleen Phan,Kieran Rose,Anthony Clifford,Lourna Szabanos,Josh Hutko,Matt Spolarich,Kailey Windsor
Bracket Stage,Mixed Advanced 5.0+ (Sunday),Bracket A,Quarter-final,Best of 5,WOWOWOW,Hoosky,Hoosky,21,16,23,25,16,21,21,12,36,38,Thomas Hoffman,Josef Quispe,Joelle Nguyen,Jhanaj Quispe,Malia Wanderer,Abigale Lamontagne,Sunny Gu,Lucas Pruett
Bracket Stage,Mixed Advanced 5.0+ (Sunday),Bracket A,Quarter-final,Best of 5,Perky sevor,Rocky Mountain High,Perky sevor,21,13,21,17,19,21,21,19,,,Trevor Barbosa,Sebastiani Kim,Perrin York,Kyle Fowler,Trey Thompson,Adam Porter,Camille Anderson,Kirstie Savage
Bracket Stage,Mixed Advanced 5.0+ (Sunday),Bracket A,Quarter-final,Best of 5,CLJK,aroused & afraid 🫦,CLJK,21,11,21,12,21,11,21,18,,,Josh Fragiacomo,Karah Hui,Elle Lowe,Connor Nelson,Sarah Allen,Caleb Cummings,Andrew Kosche,Kayla Wu
Bracket Stage,Mixed Advanced 5.0+ (Sunday),Bracket A,Semi-final,Best of 5,Chalk,CLJK,CLJK,21,16,21,23,14,21,19,21,,,Katie Pierson,Katheleen Phan,Kieran Rose,Anthony Clifford,Josh Fragiacomo,Karah Hui,Elle Lowe,Connor Nelson
Bracket Stage,Mixed Advanced 5.0+ (Sunday),Bracket A,Semi-final,Best of 5,Hoosky,Perky sevor,Perky sevor,12,21,18,21,21,19,20,22,,,Malia Wanderer,Abigale Lamontagne,Sunny Gu,Lucas Pruett,Trevor Barbosa,Sebastiani Kim,Perrin York,Kyle Fowler
Bracket Stage,Mixed Advanced 5.0+ (Sunday),Bracket A,P5: Semi-final,Best of 5,aroused & afraid 🫦,Dreamers,aroused & afraid 🫦,1,0,1,0,1,0,1,0,,,Sarah Allen,Caleb Cummings,Andrew Kosche,Kayla Wu,Lourna Szabanos,Josh Hutko,Matt Spolarich,Kailey Windsor
Bracket Stage,Mixed Advanced 5.0+ (Sunday),Bracket A,P5: Semi-final,Best of 5,Rocky Mountain High,WOWOWOW,WOWOWOW,0,1,0,1,0,1,0,1,,,Trey Thompson,Adam Porter,Camille Anderson,Kirstie Savage,Thomas Hoffman,Josef Quispe,Joelle Nguyen,Jhanaj Quispe
Bracket Stage,Mixed Advanced 5.0+ (Sunday),Bracket A,P9: Semi-final,Best of 5,Horse Forkers,Electric Mojitos,Horse Forkers,1,0,0,-1,0,-1,,,,,Alec Galbo,Alex Veron,Abby Cham,Wesley Tunelius,Josiah Murphy,Jack Wallace,Jessica Borgers,Aimee Bray
Bracket Stage,Mixed Advanced 5.0+ (Sunday),Bracket A,P9: Semi-final,Best of 5,Ultimo Minuto! 🤙🏽,TVR Ad,TVR Ad,19,21,17,21,17,21,17,21,,,Kayla Ngai,Noah Johnson,Felipe Larroza,Becca Feller,Kaleb Wagner,Shaina Berk,James Lamkin,Nicol Gahley
Bracket Stage,Mixed Advanced 5.0+ (Sunday),Bracket A,Final,Best of 5,CLJK,Perky sevor,CLJK,21,16,21,15,21,16,25,23,,,Josh Fragiacomo,Karah Hui,Elle Lowe,Connor Nelson,Trevor Barbosa,Sebastiani Kim,Perrin York,Kyle Fowler
Bracket Stage,Mixed Advanced 5.0+ (Sunday),Bracket A,P3: Final,Best of 5,Hoosky,Chalk,Chalk,12,21,19,21,16,21,21,15,,,Malia Wanderer,Abigale Lamontagne,Sunny Gu,Lucas Pruett,Katie Pierson,Katheleen Phan,Kieran Rose,Anthony Clifford
Bracket Stage,Mixed Advanced 5.0+ (Sunday),Bracket A,P9: Final,Best of 5,Horse Forkers,TVR Ad,TVR Ad,17,21,16,21,21,16,17,21,,,Alec Galbo,Alex Veron,Abby Cham,Wesley Tunelius,Kaleb Wagner,Shaina Berk,James Lamkin,Nicol Gahley